ps,n,time,total_cells,active_cells,stem_cells,active_stem_cells
0.7,3,33,35695.0,7092.0,1176.0,45.0
0.7,3,34,39576.0,7762.0,1192.0,39.0
0.7,3,35,43680.0,8208.0,1203.0,28.0
0.7,3,36,48096.0,8832.0,1215.0,28.0
0.7,3,37,52743.0,9294.0,1225.0,22.0
0.7,3,38,57750.0,10014.0,1236.0,24.0
0.7,3,39,63067.0,10634.0,1244.0,19.0
0.7,3,40,68684.0,11234.0,1252.0,18.0
0.7,3,41,74652.0,11936.0,1260.0,20.0
0.7,3,42,80897.0,12490.0,1266.0,14.0
0.7,3,43,87500.0,13206.0,1272.0,14.0
0.7,3,44,94446.0,13892.0,1275.0,10.0
0.7,3,45,101764.0,14636.0,1280.0,12.0
0.7,3,46,109458.0,15388.0,1285.0,10.0
0.7,3,47,117555.0,16194.0,1289.0,10.0
0.7,3,48,126031.0,16952.0,1295.0,12.0
0.7,3,49,134859.0,17656.0,1297.0,6.0
0.7,3,50,144155.0,18592.0,1299.0,6.0
0.7,3,51,153895.0,19480.0,1302.0,6.0
0.7,3,52,164076.0,20362.0,1303.0,4.0
0.7,3,53,174721.0,21290.0,1304.0,3.0
0.7,3,54,185734.0,22026.0,1306.0,4.0
0.7,3,55,197268.0,23068.0,1308.0,4.0
0.7,3,56,209245.0,23954.0,1309.0,2.0
0.7,3,57,221763.0,25036.0,1309.0,1.0
0.7,3,58,234757.0,25988.0,1310.0,2.0
0.7,3,59,248203.0,26892.0,1310.0,1.0
0.7,3,60,262200.0,27994.0,1310.0,0.0
0.9,7,1,2.0,2.0,2.0,2.0
0.9,7,2,4.0,4.0,4.0,4.0
0.9,7,3,8.0,8.0,8.0,8.0
0.9,7,4,16.0,16.0,16.0,16.0
0.9,7,5,32.0,32.0,31.0,31.0
0.9,7,6,61.0,58.0,57.0,54.0
0.9,7,7,109.0,96.0,98.0,85.0
0.9,7,8,185.0,152.0,157.0,127.0
0.9,7,9,301.0,232.0,242.0,180.0
0.9,7,10,454.0,306.0,357.0,238.0
0.9,7,11,656.0,404.0,505.0,307.0
0.9,7,12,917.0,522.0,678.0,369.0
0.9,7,13,1255.0,676.0,896.0,462.0
0.9,7,14,1671.0,832.0,1133.0,511.0
0.9,7,15,2165.0,988.0,1411.0,589.0
0.9,7,16,2755.0,1180.0,1720.0,653.0
0.9,7,17,3433.0,1356.0,2064.0,717.0
0.9,7,18,4238.0,1610.0,2459.0,822.0
0.9,7,19,5173.0,1870.0,2895.0,917.0
0.9,7,20,6227.0,2108.0,3359.0,979.0
0.9,7,21,7423.0,2392.0,3865.0,1063.0
0.9,7,22,8774.0,2702.0,4403.0,1138.0
0.9,7,23,10276.0,3004.0,4975.0,1200.0
0.9,7,24,11952.0,3352.0,5588.0,1306.0
0.9,7,25,13810.0,3716.0,6243.0,1390.0
0.9,7,26,15825.0,4030.0,6907.0,1418.0
0.9,7,27,18049.0,4448.0,7607.0,1480.0
0.9,7,28,20491.0,4884.0,8321.0,1511.0
0.9,7,29,23148.0,5314.0,9054.0,1550.0
0.9,7,30,26031.0,5766.0,9831.0,1635.0
0.9,7,31,29144.0,6226.0,10624.0,1667.0
0.9,7,32,32484.0,6680.0,11440.0,1721.0
0.9,7,33,36074.0,7180.0,12251.0,1727.0
0.9,7,34,39908.0,7668.0,13078.0,1773.0
0.9,7,35,44035.0,8254.0,13925.0,1797.0
0.9,7,36,48461.0,8852.0,14804.0,1871.0
0.9,7,37,53191.0,9460.0,15712.0,1913.0
0.9,7,38,58202.0,10022.0,16632.0,1957.0
0.9,7,39,63504.0,10604.0,17555.0,1927.0
0.9,7,40,69126.0,11244.0,18454.0,1911.0
0.9,7,41,75117.0,11982.0,19387.0,1960.0
0.9,7,42,81437.0,12640.0,20332.0,1992.0
0.9,7,43,88072.0,13270.0,21264.0,1962.0
0.9,7,44,95076.0,14008.0,22181.0,1931.0
0.9,7,45,102449.0,14746.0,23089.0,1927.0
0.9,7,46,110192.0,15486.0,23997.0,1909.0
0.9,7,47,118353.0,16322.0,24921.0,1941.0
0.9,7,48,126902.0,17098.0,25849.0,1960.0
0.9,7,49,135809.0,17814.0,26759.0,1915.0
0.9,7,50,145166.0,18714.0,27641.0,1871.0
0.9,7,51,154932.0,19532.0,28496.0,1820.0
0.9,7,52,165135.0,20406.0,29343.0,1789.0
0.9,7,53,175853.0,21436.0,30198.0,1827.0
0.9,7,54,186933.0,22160.0,31044.0,1789.0
0.9,7,55,198467.0,23068.0,31888.0,1788.0
0.9,7,56,210542.0,24150.0,32748.0,1802.0
0.9,7,57,223062.0,25040.0,33590.0,1774.0
0.9,7,58,236094.0,26064.0,34424.0,1752.0
0.9,7,59,249626.0,27064.0,35251.0,1757.0
0.63,4,1,2.0,2.0,2.0,2.0
0.63,4,2,4.0,4.0,2.0,2.0
0.63,4,3,8.0,8.0,4.0,4.0
0.63,4,4,16.0,16.0,5.0,5.0
0.63,4,5,31.0,30.0,7.0,7.0
0.63,4,6,59.0,56.0,9.0,8.0
0.63,4,7,104.0,90.0,15.0,13.0
0.63,4,8,175.0,142.0,25.0,23.0
0.63,4,9,278.0,206.0,37.0,30.0
0.63,4,10,419.0,282.0,47.0,32.0
0.63,4,11,616.0,394.0,59.0,32.0
0.63,4,12,871.0,510.0,73.0,32.0
0.63,4,13,1185.0,628.0,82.0,29.0
0.63,4,14,1579.0,788.0,98.0,38.0
0.63,4,15,2053.0,948.0,114.0,37.0
0.63,4,16,2618.0,1130.0,126.0,29.0
0.63,4,17,3280.0,1324.0,137.0,30.0
0.63,4,18,4053.0,1546.0,147.0,27.0
0.63,4,19,4964.0,1822.0,160.0,33.0
0.63,4,20,5987.0,2046.0,174.0,32.0
0.63,4,21,7176.0,2378.0,185.0,27.0
0.63,4,22,8493.0,2634.0,194.0,22.0
0.63,4,23,9961.0,2936.0,197.0,14.0
0.63,4,24,11595.0,3268.0,200.0,10.0
0.63,4,25,13407.0,3624.0,203.0,9.0
0.63,4,26,15432.0,4050.0,207.0,9.0
0.63,4,27,17614.0,4364.0,212.0,10.0
0.63,4,28,20027.0,4826.0,215.0,7.0
0.63,4,29,22636.0,5218.0,218.0,6.0
0.63,4,30,25453.0,5634.0,220.0,5.0
0.63,4,31,28506.0,6106.0,221.0,3.0
0.63,4,32,31782.0,6552.0,221.0,1.0
0.63,4,33,35350.0,7136.0,221.0,1.0
0.63,4,34,39118.0,7536.0,221.0,0.0
0.63,4,35,43180.0,8124.0,221.0,0.0
0.63,4,36,47529.0,8698.0,221.0,0.0
0.63,4,37,52187.0,9316.0,221.0,0.0
0.63,4,38,57117.0,9860.0,221.0,0.0
0.63,4,39,62340.0,10446.0,221.0,0.0
0.63,4,40,67906.0,11132.0,221.0,0.0
0.63,4,41,73769.0,11726.0,221.0,0.0
0.63,4,42,79983.0,12428.0,221.0,0.0
0.63,4,43,86557.0,13148.0,221.0,0.0
0.63,4,44,93472.0,13830.0,221.0,0.0
0.63,4,45,100723.0,14502.0,221.0,0.0
0.63,4,46,108313.0,15180.0,221.0,0.0
0.63,4,47,116382.0,16138.0,221.0,0.0
0.63,4,48,124869.0,16974.0,221.0,0.0
0.63,4,49,133760.0,17782.0,221.0,0.0
0.63,4,50,143019.0,18518.0,221.0,0.0
0.63,4,51,152703.0,19368.0,221.0,0.0
0.63,4,52,162861.0,20316.0,221.0,0.0
0.4,4,1,2.0,2.0,1.0,1.0
0.4,4,2,4.0,4.0,1.0,1.0
0.4,4,3,8.0,8.0,2.0,2.0
0.4,4,4,16.0,16.0,4.0,4.0
0.4,4,5,32.0,32.0,7.0,7.0
0.4,4,6,62.0,60.0,11.0,10.0
0.4,4,7,112.0,100.0,12.0,9.0
0.4,4,8,189.0,154.0,13.0,8.0
0.4,4,9,306.0,234.0,16.0,11.0
0.4,4,10,465.0,318.0,18.0,10.0
0.4,4,11,676.0,422.0,19.0,8.0
0.4,4,12,942.0,532.0,22.0,10.0
0.4,4,13,1270.0,656.0,24.0,8.0
0.4,4,14,1680.0,820.0,25.0,5.0
0.4,4,15,2180.0,1000.0,27.0,6.0
0.4,4,16,2768.0,1176.0,30.0,8.0
0.4,4,17,3469.0,1402.0,31.0,4.0
0.4,4,18,4280.0,1622.0,31.0,2.0
0.4,4,19,5208.0,1856.0,31.0,2.0
0.4,4,20,6264.0,2112.0,31.0,1.0
0.4,4,21,7463.0,2398.0,31.0,1.0
0.4,4,22,8807.0,2688.0,32.0,2.0
0.4,4,23,10325.0,3036.0,33.0,3.0
0.4,4,24,11989.0,3328.0,35.0,5.0
0.4,4,25,13853.0,3728.0,36.0,3.0
0.4,4,26,15884.0,4062.0,36.0,1.0
0.4,4,27,18126.0,4484.0,36.0,1.0
0.4,4,28,20600.0,4948.0,36.0,1.0
0.4,4,29,23292.0,5384.0,36.0,0.0
0.4,4,30,26188.0,5792.0,36.0,0.0
0.4,4,31,29328.0,6280.0,36.0,0.0
0.4,4,32,32694.0,6732.0,36.0,0.0
0.4,4,33,36305.0,7222.0,36.0,0.0
0.4,4,34,40159.0,7708.0,36.0,0.0
0.4,4,35,44304.0,8290.0,36.0,0.0
0.4,4,36,48728.0,8848.0,36.0,0.0
0.4,4,37,53423.0,9390.0,36.0,0.0
0.4,4,38,58415.0,9984.0,36.0,0.0
0.4,4,39,63748.0,10666.0,36.0,0.0
0.4,4,40,69387.0,11278.0,36.0,0.0
0.4,4,41,75424.0,12074.0,36.0,0.0
0.4,4,42,81697.0,12546.0,36.0,0.0
0.4,4,43,88356.0,13318.0,36.0,0.0
0.4,4,44,95362.0,14012.0,36.0,0.0
0.4,4,45,102703.0,14682.0,36.0,0.0
0.4,4,46,110464.0,15522.0,36.0,0.0
0.4,4,47,118649.0,16370.0,36.0,0.0
0.4,4,48,127217.0,17136.0,36.0,0.0
0.4,4,49,136156.0,17878.0,36.0,0.0
0.4,4,50,145529.0,18746.0,36.0,0.0
0.4,4,51,155339.0,19620.0,36.0,0.0
0.4,4,52,165588.0,20498.0,36.0,0.0
0.4,4,53,176196.0,21216.0,36.0,0.0
0.4,4,54,187319.0,22246.0,36.0,0.0
0.4,4,55,198870.0,23102.0,36.0,0.0
0.4,4,56,210918.0,24096.0,36.0,0.0
0.4,4,57,223494.0,25152.0,36.0,0.0
0.4,4,58,236476.0,25964.0,36.0,0.0
0.4,4,59,250060.0,27168.0,36.0,0.0
0.65,10,1,2.0,2.0,2.0,2.0
0.65,10,2,4.0,4.0,3.0,3.0
0.65,10,3,8.0,8.0,5.0,5.0
0.65,10,4,16.0,16.0,7.0,7.0
0.65,10,5,32.0,32.0,10.0,10.0
0.65,10,6,59.0,54.0,16.0,16.0
0.65,10,7,106.0,94.0,30.0,28.0
0.65,10,8,178.0,144.0,49.0,40.0
0.65,10,9,283.0,210.0,73.0,55.0
0.65,10,10,429.0,292.0,95.0,59.0
0.65,10,11,630.0,402.0,122.0,65.0
0.65,10,12,888.0,516.0,153.0,72.0
0.65,10,13,1215.0,654.0,178.0,71.0
0.65,10,14,1606.0,782.0,205.0,73.0
0.65,10,15,2075.0,938.0,235.0,74.0
0.65,10,16,2640.0,1130.0,270.0,80.0
0.65,10,17,3317.0,1354.0,298.0,71.0
0.65,10,18,4111.0,1588.0,326.0,64.0
0.65,10,19,5006.0,1790.0,345.0,49.0
0.65,10,20,6023.0,2034.0,360.0,40.0
0.65,10,21,7181.0,2316.0,379.0,45.0
0.65,10,22,8496.0,2630.0,399.0,48.0
0.65,10,23,9968.0,2944.0,417.0,43.0
0.65,10,24,11589.0,3242.0,433.0,37.0
0.65,10,25,13394.0,3610.0,451.0,39.0
0.65,10,26,15386.0,3984.0,466.0,37.0
0.65,10,27,17581.0,4390.0,475.0,23.0
0.65,10,28,19981.0,4800.0,485.0,22.0
0.65,10,29,22574.0,5186.0,495.0,23.0
0.65,10,30,25380.0,5612.0,503.0,22.0
0.65,10,31,28433.0,6106.0,510.0,18.0
0.65,10,32,31698.0,6530.0,519.0,19.0
0.65,10,33,35234.0,7072.0,524.0,14.0
0.65,10,34,39043.0,7618.0,531.0,16.0
0.65,10,35,43127.0,8168.0,535.0,11.0
0.65,10,36,47498.0,8742.0,540.0,13.0
0.65,10,37,52170.0,9344.0,545.0,12.0
0.65,10,38,57084.0,9828.0,547.0,7.0
0.65,10,39,62325.0,10482.0,550.0,7.0
0.65,10,40,67884.0,11118.0,553.0,6.0
0.65,10,41,73795.0,11822.0,556.0,6.0
0.65,10,42,80062.0,12534.0,558.0,5.0
0.65,10,43,86644.0,13164.0,560.0,5.0
0.65,10,44,93583.0,13878.0,562.0,5.0
0.65,10,45,100915.0,14664.0,563.0,2.0
0.65,10,46,108603.0,15376.0,563.0,2.0
0.65,10,47,116652.0,16098.0,564.0,2.0
0.65,10,48,125089.0,16874.0,564.0,0.0
0.65,10,49,133957.0,17736.0,564.0,0.0
0.78,2,1,2.0,2.0,2.0,2.0
0.78,2,2,4.0,4.0,4.0,4.0
0.78,2,3,8.0,8.0,7.0,7.0
0.78,2,4,16.0,16.0,12.0,12.0
0.78,2,5,31.0,30.0,22.0,22.0
0.78,2,6,59.0,56.0,38.0,37.0
0.78,2,7,108.0,98.0,64.0,59.0
0.78,2,8,186.0,156.0,102.0,85.0
0.78,2,9,295.0,218.0,154.0,113.0
0.78,2,10,451.0,312.0,215.0,139.0
0.78,2,11,655.0,408.0,284.0,159.0
0.78,2,12,920.0,530.0,367.0,186.0
0.78,2,13,1257.0,674.0,456.0,206.0
0.78,2,14,1662.0,810.0,554.0,222.0
0.78,2,15,2163.0,1002.0,661.0,240.0
0.78,2,16,2752.0,1178.0,769.0,246.0
0.78,2,17,3440.0,1376.0,876.0,252.0
0.78,2,18,4239.0,1598.0,998.0,272.0
0.78,2,19,5146.0,1814.0,1127.0,288.0
0.78,2,20,6198.0,2104.0,1258.0,295.0
0.78,2,21,7384.0,2372.0,1396.0,310.0
0.78,2,22,8706.0,2644.0,1524.0,301.0
0.78,2,23,10200.0,2988.0,1653.0,305.0
0.78,2,24,11875.0,3350.0,1779.0,290.0
0.78,2,25,13707.0,3664.0,1905.0,289.0
0.78,2,26,15720.0,4026.0,2029.0,286.0
0.78,2,27,17935.0,4430.0,2154.0,276.0
0.78,2,28,20374.0,4878.0,2268.0,270.0
0.78,2,29,23000.0,5252.0,2382.0,260.0
0.78,2,30,25849.0,5698.0,2493.0,254.0
0.78,2,31,28935.0,6172.0,2602.0,246.0
0.78,2,32,32241.0,6612.0,2710.0,243.0
0.78,2,33,35817.0,7152.0,2818.0,243.0
0.78,2,34,39651.0,7668.0,2922.0,232.0
0.78,2,35,43765.0,8228.0,3015.0,214.0
0.78,2,36,48156.0,8782.0,3109.0,209.0
0.78,2,37,52843.0,9374.0,3201.0,205.0
0.78,2,38,57831.0,9976.0,3281.0,185.0
0.78,2,39,63106.0,10550.0,3351.0,157.0
0.78,2,40,68715.0,11218.0,3418.0,151.0
0.78,2,41,74674.0,11918.0,3483.0,153.0
0.78,2,42,80958.0,12568.0,3534.0,120.0
0.78,2,43,87599.0,13282.0,3591.0,126.0
0.78,2,44,94558.0,13918.0,3650.0,127.0
0.78,2,45,101842.0,14568.0,3706.0,121.0
0.78,2,46,109511.0,15338.0,3758.0,115.0
0.78,2,47,117601.0,16180.0,3805.0,108.0
0.78,2,48,126120.0,17038.0,3847.0,97.0
0.78,2,49,135022.0,17804.0,3888.0,96.0
0.78,2,50,144306.0,18568.0,3926.0,85.0
0.78,2,51,154024.0,19436.0,3960.0,79.0
0.78,2,52,164201.0,20354.0,3997.0,79.0
0.78,3,1,2.0,2.0,2.0,2.0
0.78,3,2,4.0,4.0,4.0,4.0
0.78,3,3,8.0,8.0,7.0,7.0
0.78,3,4,16.0,16.0,12.0,12.0
0.78,3,5,32.0,32.0,22.0,22.0
0.78,3,6,61.0,58.0,38.0,37.0
0.78,3,7,109.0,96.0,63.0,55.0
0.78,3,8,181.0,144.0,95.0,75.0
0.78,3,9,290.0,218.0,143.0,107.0
0.78,3,10,442.0,304.0,197.0,124.0
0.78,3,11,643.0,402.0,264.0,148.0
0.78,3,12,895.0,504.0,342.0,172.0
0.78,3,13,1223.0,656.0,429.0,193.0
0.78,3,14,1630.0,814.0,513.0,206.0
0.78,3,15,2113.0,966.0,601.0,201.0
0.78,3,16,2684.0,1142.0,688.0,198.0
0.78,3,17,3363.0,1358.0,771.0,197.0
0.78,3,18,4148.0,1570.0,860.0,207.0
0.78,3,19,5040.0,1784.0,952.0,207.0
0.78,3,20,6072.0,2064.0,1044.0,208.0
0.78,3,21,7248.0,2352.0,1142.0,217.0
0.78,3,22,8566.0,2636.0,1223.0,206.0
0.78,3,23,10027.0,2922.0,1311.0,202.0
0.78,3,24,11636.0,3218.0,1388.0,182.0
0.78,3,25,13467.0,3662.0,1469.0,187.0
0.78,3,26,15453.0,3972.0,1544.0,172.0
0.78,3,27,17622.0,4338.0,1604.0,144.0
0.78,3,28,20033.0,4822.0,1654.0,122.0
0.78,3,29,22617.0,5168.0,1707.0,119.0
0.78,3,30,25464.0,5694.0,1761.0,125.0
0.78,3,31,28557.0,6186.0,1817.0,128.0
0.78,3,32,31849.0,6584.0,1863.0,111.0
0.78,3,33,35386.0,7074.0,1904.0,95.0
0.78,3,34,39225.0,7678.0,1944.0,93.0
0.78,3,35,43332.0,8214.0,1981.0,83.0
0.78,3,36,47689.0,8714.0,2020.0,85.0
0.78,3,37,52338.0,9298.0,2060.0,86.0
0.78,3,38,57293.0,9910.0,2096.0,81.0
0.78,3,39,62522.0,10458.0,2130.0,79.0
0.78,3,40,68076.0,11108.0,2157.0,66.0
0.78,3,41,73983.0,11814.0,2187.0,64.0
0.78,3,42,80203.0,12440.0,2209.0,50.0
0.78,3,43,86777.0,13148.0,2229.0,45.0
0.78,3,44,93693.0,13832.0,2253.0,50.0
0.78,3,45,100985.0,14584.0,2269.0,37.0
0.78,3,46,108669.0,15368.0,2286.0,37.0
0.78,3,47,116745.0,16152.0,2304.0,40.0
0.78,3,48,125162.0,16834.0,2324.0,41.0
0.78,3,49,134060.0,17796.0,2339.0,37.0
0.78,3,50,143369.0,18618.0,2353.0,32.0
0.78,3,51,153041.0,19344.0,2367.0,31.0
0.6,9,1,2.0,2.0,2.0,2.0
0.6,9,2,4.0,4.0,2.0,2.0
0.6,9,3,8.0,8.0,4.0,4.0
0.6,9,4,16.0,16.0,5.0,5.0
0.6,9,5,32.0,32.0,7.0,7.0
0.6,9,6,62.0,60.0,9.0,9.0
0.6,9,7,113.0,102.0,15.0,14.0
0.6,9,8,189.0,152.0,24.0,22.0
0.6,9,9,298.0,218.0,31.0,21.0
0.6,9,10,454.0,312.0,40.0,27.0
0.6,9,11,663.0,418.0,53.0,32.0
0.6,9,12,923.0,520.0,67.0,33.0
0.6,9,13,1257.0,668.0,73.0,22.0
0.6,9,14,1676.0,838.0,84.0,27.0
0.6,9,15,2165.0,978.0,92.0,21.0
0.6,9,16,2754.0,1178.0,100.0,21.0
0.6,9,17,3457.0,1406.0,110.0,22.0
0.6,9,18,4255.0,1596.0,119.0,21.0
0.6,9,19,5172.0,1834.0,129.0,25.0
0.6,9,20,6214.0,2084.0,137.0,21.0
0.6,9,21,7401.0,2374.0,148.0,24.0
0.6,9,22,8735.0,2668.0,156.0,21.0
0.6,9,23,10244.0,3018.0,161.0,15.0
0.6,9,24,11895.0,3302.0,166.0,13.0
0.6,9,25,13745.0,3700.0,172.0,15.0
0.6,9,26,15757.0,4024.0,177.0,13.0
0.6,9,27,17991.0,4468.0,184.0,16.0
0.6,9,28,20396.0,4810.0,189.0,14.0
0.6,9,29,23040.0,5288.0,196.0,14.0
0.6,9,30,25884.0,5688.0,200.0,11.0
0.6,9,31,28978.0,6188.0,201.0,7.0
0.6,9,32,32300.0,6644.0,203.0,5.0
0.6,9,33,35906.0,7212.0,206.0,7.0
0.6,9,34,39755.0,7698.0,207.0,4.0
0.6,9,35,43875.0,8240.0,207.0,1.0
0.6,9,36,48242.0,8734.0,208.0,2.0
0.6,9,37,52920.0,9356.0,209.0,2.0
0.6,9,38,57914.0,9988.0,211.0,4.0
0.6,9,39,63147.0,10466.0,211.0,2.0
0.6,9,40,68713.0,11132.0,211.0,1.0
0.6,9,41,74619.0,11812.0,211.0,0.0
0.6,9,42,80906.0,12574.0,211.0,0.0
0.6,9,43,87520.0,13228.0,211.0,0.0
0.6,9,44,94433.0,13826.0,211.0,0.0
0.6,9,45,101825.0,14784.0,211.0,0.0
0.6,9,46,109543.0,15436.0,211.0,0.0
0.6,9,47,117631.0,16176.0,211.0,0.0
0.6,9,48,126135.0,17008.0,211.0,0.0
0.6,9,49,135067.0,17864.0,211.0,0.0
0.6,9,50,144351.0,18568.0,211.0,0.0
0.6,9,51,154047.0,19392.0,211.0,0.0
0.6,9,52,164232.0,20370.0,211.0,0.0
0.6,9,53,174845.0,21226.0,211.0,0.0
0.6,9,54,185900.0,22110.0,211.0,0.0
0.6,9,55,197381.0,22962.0,211.0,0.0
0.6,9,56,209376.0,23990.0,211.0,0.0
0.6,9,57,221879.0,25006.0,211.0,0.0
0.6,9,58,234893.0,26028.0,211.0,0.0
0.6,9,59,248296.0,26806.0,211.0,0.0
0.6,9,60,262282.0,27972.0,211.0,0.0
0.2,10,1,2.0,2.0,1.0,1.0
0.2,10,2,4.0,4.0,1.0,1.0
0.2,10,3,8.0,8.0,2.0,2.0
0.2,10,4,16.0,16.0,3.0,3.0
0.2,10,5,32.0,32.0,4.0,4.0
0.2,10,6,60.0,56.0,4.0,3.0
0.2,10,7,111.0,102.0,4.0,3.0
0.2,10,8,189.0,156.0,4.0,2.0
0.2,10,9,300.0,222.0,4.0,1.0
0.2,10,10,447.0,294.0,4.0,0.0
0.2,10,11,651.0,408.0,4.0,0.0
0.2,10,12,919.0,536.0,4.0,0.0
0.2,10,13,1249.0,660.0,4.0,0.0
0.2,10,14,1651.0,804.0,4.0,0.0
0.2,10,15,2135.0,968.0,4.0,0.0
0.2,10,16,2716.0,1162.0,4.0,0.0
0.2,10,17,3400.0,1368.0,4.0,0.0
0.2,10,18,4196.0,1592.0,4.0,0.0
0.2,10,19,5097.0,1802.0,4.0,0.0
0.2,10,20,6145.0,2096.0,4.0,0.0
0.2,10,21,7319.0,2348.0,4.0,0.0
0.2,10,22,8659.0,2680.0,4.0,0.0
0.2,10,23,10154.0,2990.0,4.0,0.0
0.2,10,24,11798.0,3288.0,4.0,0.0
0.2,10,25,13628.0,3660.0,4.0,0.0
0.2,10,26,15649.0,4042.0,4.0,0.0
0.2,10,27,17870.0,4442.0,4.0,0.0
0.2,10,28,20271.0,4802.0,4.0,0.0
0.2,10,29,22909.0,5276.0,4.0,0.0
0.2,10,30,25758.0,5698.0,4.0,0.0
0.2,10,31,28854.0,6192.0,4.0,0.0
0.2,10,32,32195.0,6682.0,4.0,0.0
0.2,10,33,35787.0,7184.0,4.0,0.0
0.2,10,34,39627.0,7680.0,4.0,0.0
0.2,10,35,43756.0,8258.0,4.0,0.0
0.2,10,36,48147.0,8782.0,4.0,0.0
0.2,10,37,52839.0,9384.0,4.0,0.0
0.2,10,38,57799.0,9920.0,4.0,0.0
0.2,10,39,63097.0,10596.0,4.0,0.0
0.2,10,40,68683.0,11172.0,4.0,0.0
0.2,10,41,74626.0,11886.0,4.0,0.0
0.2,10,42,80888.0,12524.0,4.0,0.0
0.2,10,43,87530.0,13284.0,4.0,0.0
0.2,10,44,94506.0,13952.0,4.0,0.0
0.2,10,45,101842.0,14672.0,4.0,0.0
0.2,10,46,109525.0,15366.0,4.0,0.0
0.2,10,47,117626.0,16202.0,4.0,0.0
0.2,10,48,126121.0,16990.0,4.0,0.0
0.2,10,49,134991.0,17740.0,4.0,0.0
0.2,10,50,144329.0,18676.0,4.0,0.0
0.2,10,51,154103.0,19548.0,4.0,0.0
0.2,10,52,164243.0,20280.0,4.0,0.0
0.2,10,53,174871.0,21256.0,4.0,0.0
0.2,10,54,185930.0,22118.0,4.0,0.0
0.2,10,55,197455.0,23050.0,4.0,0.0
0.2,10,56,209483.0,24056.0,4.0,0.0
0.2,10,57,221962.0,24958.0,4.0,0.0
0.2,10,58,234934.0,25944.0,4.0,0.0
0.2,10,59,248390.0,26912.0,4.0,0.0
0.2,10,60,262355.0,27930.0,4.0,0.0
0.64,8,1,2.0,2.0,2.0,2.0
0.64,8,2,4.0,4.0,2.0,2.0
0.64,8,3,8.0,8.0,4.0,4.0
0.64,8,4,16.0,16.0,5.0,5.0
0.64,8,5,32.0,32.0,7.0,7.0
0.64,8,6,63.0,62.0,10.0,10.0
0.64,8,7,113.0,100.0,18.0,17.0
0.64,8,8,192.0,158.0,28.0,23.0
0.64,8,9,305.0,226.0,43.0,33.0
0.64,8,10,464.0,318.0,55.0,35.0
0.64,8,11,667.0,406.0,68.0,33.0
0.64,8,12,925.0,516.0,87.0,43.0
0.64,8,13,1257.0,664.0,107.0,52.0
0.64,8,14,1667.0,820.0,127.0,52.0
0.64,8,15,2161.0,988.0,154.0,65.0
0.64,8,16,2757.0,1192.0,178.0,63.0
0.64,8,17,3455.0,1396.0,201.0,63.0
0.64,8,18,4253.0,1596.0,219.0,46.0
0.64,8,19,5181.0,1856.0,238.0,47.0
0.64,8,20,6237.0,2112.0,251.0,42.0
0.64,8,21,7427.0,2380.0,261.0,29.0
0.64,8,22,8762.0,2670.0,275.0,33.0
0.64,8,23,10249.0,2974.0,285.0,29.0
0.64,8,24,11932.0,3366.0,295.0,26.0
0.64,8,25,13775.0,3686.0,305.0,25.0
0.64,8,26,15817.0,4084.0,311.0,16.0
0.64,8,27,18055.0,4476.0,313.0,11.0
0.64,8,28,20472.0,4834.0,316.0,6.0
0.64,8,29,23141.0,5338.0,317.0,5.0
0.64,8,30,26013.0,5744.0,317.0,1.0
0.64,8,31,29153.0,6280.0,317.0,0.0
0.64,8,32,32513.0,6720.0,317.0,0.0
0.64,8,33,36098.0,7170.0,317.0,0.0
0.64,8,34,39956.0,7716.0,317.0,0.0
0.64,8,35,44083.0,8254.0,317.0,0.0
0.64,8,36,48506.0,8846.0,317.0,0.0
0.64,8,37,53228.0,9444.0,317.0,0.0
0.64,8,38,58203.0,9950.0,317.0,0.0
0.64,8,39,63523.0,10640.0,317.0,0.0
0.64,8,40,69110.0,11174.0,317.0,0.0
0.64,8,41,75084.0,11948.0,317.0,0.0
0.64,8,42,81410.0,12652.0,317.0,0.0
0.64,8,43,88046.0,13272.0,317.0,0.0
0.64,8,44,95074.0,14056.0,317.0,0.0
0.64,8,45,102434.0,14720.0,317.0,0.0
0.64,8,46,110248.0,15628.0,317.0,0.0
0.64,8,47,118402.0,16308.0,317.0,0.0
0.64,8,48,126933.0,17062.0,317.0,0.0
0.64,8,49,135881.0,17896.0,317.0,0.0
0.64,8,50,145314.0,18866.0,317.0,0.0
0.64,8,51,155071.0,19514.0,317.0,0.0
0.64,8,52,165290.0,20438.0,317.0,0.0
0.64,8,53,175926.0,21272.0,317.0,0.0
0.64,8,54,187077.0,22302.0,317.0,0.0
0.61,7,1,2.0,2.0,2.0,2.0
0.61,7,2,4.0,4.0,2.0,2.0
0.61,7,3,8.0,8.0,4.0,4.0
0.61,7,4,16.0,16.0,5.0,5.0
0.61,7,5,32.0,32.0,7.0,7.0
0.61,7,6,62.0,60.0,9.0,9.0
0.61,7,7,114.0,104.0,14.0,13.0
0.61,7,8,193.0,158.0,20.0,16.0
0.61,7,9,307.0,228.0,29.0,20.0
0.61,7,10,468.0,322.0,36.0,24.0
0.61,7,11,676.0,416.0,44.0,23.0
0.61,7,12,947.0,542.0,57.0,29.0
0.61,7,13,1277.0,660.0,64.0,22.0
0.61,7,14,1680.0,806.0,73.0,24.0
0.61,7,15,2164.0,968.0,81.0,19.0
0.61,7,16,2748.0,1168.0,91.0,24.0
